Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-11-27 00:00:00+05:30,2.350695996385982,2.350695996385982,1.7944750212521647,2.251370906829834,21000,0.0,0.0
1998-11-30 00:00:00+05:30,2.152045783645466,2.185154148742307,2.052720530481805,2.125559091567993,132000,0.0,0.0
1998-12-01 00:00:00+05:30,2.1785321898366137,2.291100774266763,2.132180484783718,2.244749069213867,123500,0.0,0.0
1998-12-02 00:00:00+05:30,2.2248838948895093,2.2778574299659353,2.1983972062878547,2.244749069213867,75500,0.0,0.0
1998-12-03 00:00:00+05:30,2.2778574299659353,2.310965790718004,2.231505567039923,2.244749069213867,102000,0.0,0.0
1998-12-04 00:00:00+05:30,2.211640550588682,2.2579924135146947,2.185153861987027,2.244749069213867,71000,0.0,0.0
1998-12-07 00:00:00+05:30,2.2381272315979004,2.2778572615631267,2.2182620587421815,2.2381272315979004,26000,0.0,0.0
1998-12-08 00:00:00+05:30,2.238127459734926,2.2513708044065903,2.1388022168243244,2.1454238891601562,32500,0.0,0.0
1998-12-09 00:00:00+05:30,2.1785322508393166,2.2116406125184764,2.1388022168243244,2.1454238891601562,15000,0.0,0.0
1998-12-10 00:00:00+05:30,2.145424185370852,2.165289205121037,2.1123158191205436,2.1189374923706055,36000,0.0,0.0
1998-12-11 00:00:00+05:30,2.1321806548146536,2.1454240001715728,2.0659637701569284,2.0924506187438965,37500,0.0,0.0
1998-12-14 00:00:00+05:30,2.158666950452666,2.158666950452666,2.0924502357869494,2.1056935787200928,18500,0.0,0.0
1998-12-15 00:00:00+05:30,2.1189371419021743,2.1189371419021743,2.0858287811279297,2.0858287811279297,8500,0.0,0.0
1998-12-16 00:00:00+05:30,2.0792074945344834,2.092450841299984,2.052720643130336,2.0725858211517334,43000,0.0,0.0
1998-12-17 00:00:00+05:30,2.0063687460221833,2.0659638010185573,2.0063687460221833,2.0394771099090576,14000,0.0,0.0
1998-12-18 00:00:00+05:30,2.026233513612681,2.0659635453604324,1.9798818099069706,1.9865034818649292,72500,0.0,0.0
1998-12-21 00:00:00+05:30,2.085828958965569,2.092450631684981,2.0196120738983154,2.0196120738983154,35500,0.0,0.0
1998-12-22 00:00:00+05:30,2.0328551063771236,2.0328551063771236,1.9865034044771268,2.026233434677124,22000,0.0,0.0
1998-12-23 00:00:00+05:30,2.012990951538086,2.032855975127494,1.9865042534188755,2.012990951538086,20000,0.0,0.0
1998-12-24 00:00:00+05:30,1.9335301062012604,2.026233513612681,1.9335301062012604,1.9865034818649292,29000,0.0,0.0
1998-12-25 00:00:00+05:30,1.9865034818649292,1.9865034818649292,1.9865034818649292,1.9865034818649292,0,0.0,0.0
1998-12-28 00:00:00+05:30,1.9865034818649292,2.0328551855706394,1.9865034818649292,1.9865034818649292,11000,0.0,0.0
1998-12-29 00:00:00+05:30,1.9931253830206663,2.0527204374953767,1.986503710301254,2.0196120738983154,24000,0.0,0.0
1998-12-30 00:00:00+05:30,2.0725855203461867,2.3440742475094662,2.0725855203461867,2.2579925060272217,47000,0.0,0.0
1998-12-31 00:00:00+05:30,2.2513708044065903,2.2513708044065903,2.12555887215266,2.1454238891601562,48500,0.0,0.0
1999-01-01 00:00:00+05:30,2.1983975292047475,2.2116408754508554,2.1388024710972617,2.1652891635894775,337500,0.0,0.0
1999-01-04 00:00:00+05:30,2.2513708336055105,2.3440742475094662,2.2513708336055105,2.2579925060272217,50000,0.0,0.0
1999-01-05 00:00:00+05:30,2.2248842643715925,2.2248842643715925,2.09907247262042,2.1189374923706055,44000,0.0,0.0
1999-01-06 00:00:00+05:30,2.165289205121037,2.165289205121037,2.085829126120297,2.1189374923706055,47000,0.0,0.0
1999-01-07 00:00:00+05:30,2.1189380255192316,2.357318480373798,2.1189380255192316,2.2182631492614746,104000,0.0,0.0
1999-01-08 00:00:00+05:30,2.277857523292355,2.3506959199311774,2.2513708336055105,2.2579925060272217,220000,0.0,0.0
1999-01-11 00:00:00+05:30,2.3838045091485296,2.41691303228451,2.257992721149732,2.324209451675415,172500,0.0,0.0
1999-01-12 00:00:00+05:30,2.2844795280290393,2.383804628803169,2.2315059830763566,2.2712361812591553,47500,0.0,0.0
1999-01-13 00:00:00+05:30,2.257992195295555,2.2977222243584077,2.2513705237850794,2.2646138668060303,25500,0.0,0.0
1999-01-14 00:00:00+05:30,2.224883794784546,2.251370640067586,2.185153763669651,2.224883794784546,9000,0.0,0.0
1999-01-15 00:00:00+05:30,2.25137094005875,2.25137094005875,2.0725856183457876,2.1123156547546387,31000,0.0,0.0
1999-01-18 00:00:00+05:30,2.1123158509433524,2.15866756439209,2.085829157544074,2.15866756439209,9000,0.0,0.0
1999-01-19 00:00:00+05:30,2.218262807498613,2.218262807498613,2.1520460685389846,2.185154438018799,7500,0.0,0.0
1999-01-20 00:00:00+05:30,2.185154438018799,2.185154438018799,2.185154438018799,2.185154438018799,0,0.0,0.0
1999-01-21 00:00:00+05:30,2.05272070365184,2.1586676387726826,1.9467739264041484,2.152045965194702,10500,0.0,0.0
1999-01-22 00:00:00+05:30,2.1851542577913685,2.238127802463071,2.132180870992811,2.15866756439209,4500,0.0,0.0
1999-01-25 00:00:00+05:30,2.1520458910422704,2.15866756439209,2.032855612872371,2.15866756439209,15500,0.0,0.0
1999-01-26 00:00:00+05:30,2.15866756439209,2.15866756439209,2.15866756439209,2.15866756439209,0,0.0,0.0
1999-01-27 00:00:00+05:30,2.1189374923706055,2.1189374923706055,2.0659639484969685,2.1189374923706055,5000,0.0,0.0
1999-01-28 00:00:00+05:30,2.1189373094577344,2.1719106908854107,2.0924506187438965,2.0924506187438965,8500,0.0,0.0
1999-01-29 00:00:00+05:30,2.118936974266269,2.145423660790218,1.9997467270353946,2.006368398666382,37000,0.0,0.0
1999-02-01 00:00:00+05:30,2.052720069885254,2.0659634129524025,2.052720069885254,2.052720069885254,7500,0.0,0.0
1999-02-02 00:00:00+05:30,2.1189373274894474,2.1189373274894474,1.999747060389762,2.1123156547546387,34500,0.0,0.0
1999-02-03 00:00:00+05:30,2.145424412434567,2.1520460863854423,2.0858293468766926,2.0990726947784424,60500,0.0,0.0
1999-02-04 00:00:00+05:30,2.118936943094099,2.118936943094099,2.052720069885254,2.052720069885254,30000,0.0,0.0
1999-02-05 00:00:00+05:30,2.1056936000269504,2.118936943094099,1.9997466976166598,2.052720069885254,27500,0.0,0.0
1999-02-08 00:00:00+05:30,2.052720643130336,2.0792074945344834,2.052720643130336,2.0725858211517334,9500,0.0,0.0
1999-02-09 00:00:00+05:30,1.9865034044771268,2.052720121477122,1.9865034044771268,2.026233434677124,9000,0.0,0.0
1999-02-10 00:00:00+05:30,2.11231563098577,2.118937303646068,1.9865036925669772,1.9997470378875732,13000,0.0,0.0
1999-02-11 00:00:00+05:30,2.052720121477122,2.052720121477122,1.9865034044771268,2.026233434677124,23000,0.0,0.0
1999-02-12 00:00:00+05:30,1.9865034818649292,2.052720201444515,1.9865034818649292,1.9865034818649292,86500,0.0,0.0
1999-02-15 00:00:00+05:30,1.9865034818649292,1.9865034818649292,1.9865034818649292,1.9865034818649292,3500,0.0,0.0
1999-02-16 00:00:00+05:30,2.059342167733792,2.059342167733792,1.9931254386901855,1.9931254386901855,4000,0.0,0.0
1999-02-17 00:00:00+05:30,1.9997470378875735,2.039477073849362,1.9865036925669772,1.9997470378875732,3000,0.0,0.0
1999-02-18 00:00:00+05:30,1.9533951220751362,2.052720201444515,1.9533951220751362,1.9865034818649292,55000,0.0,0.0
1999-02-19 00:00:00+05:30,2.019611841654722,2.019611841654722,1.9202867622853432,1.9865034818649292,47500,0.0,0.0
1999-02-22 00:00:00+05:30,2.0527207712615394,2.0527207712615394,1.854070399506093,1.9798823595046997,3500,0.0,0.0
1999-02-23 00:00:00+05:30,1.9269084733078528,1.9269084733078528,1.8805566107893306,1.90704345703125,12500,0.0,0.0
1999-02-24 00:00:00+05:30,1.867313356678595,1.9202868938446047,1.8540700118553737,1.9202868938446045,21000,0.0,0.0
1999-02-25 00:00:00+05:30,1.946773386138123,1.960016729618809,1.887178182601929,1.8871781826019287,12500,0.0,0.0
1999-02-26 00:00:00+05:30,1.9202868012156518,1.9202868012156518,1.8805566107893306,1.90704345703125,13500,0.0,0.0
1999-03-01 00:00:00+05:30,1.8871786142874374,1.9004219607974926,1.8540702480122995,1.8805569410324097,50000,0.0,0.0
1999-03-02 00:00:00+05:30,1.88055694103241,1.88055694103241,1.88055694103241,1.8805569410324097,0,0.0,0.0
1999-03-03 00:00:00+05:30,2.0129905024584276,2.34407447083312,2.0129905024584276,2.324209451675415,102500,0.0,0.0
1999-03-04 00:00:00+05:30,2.3175879163142152,2.3175879163142152,2.0659640096209895,2.198397636413574,284000,0.0,0.0
1999-03-05 00:00:00+05:30,2.3109661301698057,2.3109661301698057,2.1189374517280997,2.1652891635894775,271000,0.0,0.0
1999-03-08 00:00:00+05:30,2.443400035707667,2.443400035707667,2.185154438018799,2.185154438018799,212000,0.0,0.0
1999-03-09 00:00:00+05:30,2.377182906996155,2.3838045802462164,2.1189374923706055,2.1189374923706055,119000,0.0,0.0
1999-03-10 00:00:00+05:30,1.9467735080029855,2.1189371419021743,1.9467735080029855,2.0858287811279297,19000,0.0,0.0
1999-03-11 00:00:00+05:30,2.052720201444515,2.112315406939255,1.9865034818649292,1.9865034818649292,61500,0.0,0.0
1999-03-12 00:00:00+05:30,1.9865043126949475,2.0196126863318944,1.854070660273982,1.9136658906936646,69500,0.0,0.0
1999-03-15 00:00:00+05:30,1.999746962783934,1.999746962783934,1.9202868938446047,1.9202868938446045,49500,0.0,0.0
1999-03-16 00:00:00+05:30,1.9335304849457737,1.9997472174960496,1.8540702480122995,1.8805569410324097,66000,0.0,0.0
1999-03-17 00:00:00+05:30,1.9798824019246546,1.9798824019246546,1.8673137871063625,1.8739354610443115,13500,0.0,0.0
1999-03-18 00:00:00+05:30,1.8739354610443115,1.8739354610443115,1.8739354610443115,1.8739354610443115,0,0.0,0.0
1999-03-19 00:00:00+05:30,1.8805569539196278,1.8871786272200328,1.8342052408167924,1.8474485874176025,67000,0.0,0.0
1999-03-22 00:00:00+05:30,1.9202871983124157,1.9202871983124157,1.8408269589012825,1.8540703058242798,61500,0.0,0.0
1999-03-23 00:00:00+05:30,1.907043988607216,1.907043988607216,1.8209620695407198,1.8739354610443115,45000,0.0,0.0
1999-03-24 00:00:00+05:30,1.85407030582428,1.8673136527472773,1.8143402650552876,1.8540703058242798,51500,0.0,0.0
1999-03-25 00:00:00+05:30,1.85407030582428,1.85407030582428,1.85407030582428,1.8540703058242798,0,0.0,0.0
1999-03-26 00:00:00+05:30,1.787853514433424,1.8275835539407317,1.7216366240481011,1.734879970550537,53000,0.0,0.0
1999-03-29 00:00:00+05:30,1.734879970550537,1.734879970550537,1.734879970550537,1.734879970550537,0,0.0,0.0
1999-03-30 00:00:00+05:30,1.8209615074103251,1.8342048511980058,1.7216362711296085,1.7746098041534424,23000,0.0,0.0
1999-03-31 00:00:00+05:30,1.85407030582428,1.8938003465932725,1.85407030582428,1.8540703058242798,7500,0.0,0.0
1999-04-01 00:00:00+05:30,1.7547451612119316,1.8540702607180075,1.7547451612119316,1.8474485874176025,4500,0.0,0.0
1999-04-02 00:00:00+05:30,1.8474485874176025,1.8474485874176025,1.8474485874176025,1.8474485874176025,0,0.0,0.0
1999-04-05 00:00:00+05:30,1.8474485501038678,1.8540702232705322,1.728258275230771,1.7547451257705688,9500,0.0,0.0
1999-04-06 00:00:00+05:30,1.8143404103275569,1.8143404103275569,1.728258490562439,1.728258490562439,11500,0.0,0.0
1999-04-07 00:00:00+05:30,1.7812318184372258,1.78785349160389,1.754745125770569,1.7547451257705688,10000,0.0,0.0
1999-04-08 00:00:00+05:30,1.7547452748341288,1.7746102960216317,1.7415019273757935,1.7415019273757935,13000,0.0,0.0
