Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,15.754278654539513,16.56532756222886,15.754278654539513,16.4326114654541,87810,0.0,0.0
2002-07-02 00:00:00+05:30,15.75649432004297,16.7983252644911,15.75649432004297,16.60441017150879,588615,0.0,0.0
2002-07-03 00:00:00+05:30,16.41786552585336,16.810855442086783,16.17160150176466,16.761455535888672,162075,0.0,0.0
2002-07-04 00:00:00+05:30,16.712791762925807,17.20384596173599,16.712791762925807,16.93398666381836,266625,0.0,0.0
2002-07-05 00:00:00+05:30,17.253251083460494,18.432960859749098,17.203851164628066,17.737668991088867,408600,0.0,0.0
2002-07-08 00:00:00+05:30,17.697850122319657,18.33489332572917,17.697850122319657,18.066509246826172,165600,0.0,0.0
2002-07-09 00:00:00+05:30,17.990569897271392,18.167526156498194,17.69564279856006,17.921998977661133,74835,0.0,0.0
2002-07-10 00:00:00+05:30,17.69785019403171,18.138029280480772,17.509096338999697,18.037015914916992,93675,0.0,0.0
2002-07-11 00:00:00+05:30,18.164769692999705,18.164769692999705,16.767248974651203,18.00757598876953,61380,0.366667,0.0
2002-07-12 00:00:00+05:30,18.214171938889393,18.214171938889393,17.715645448516387,17.8204402923584,63405,0.0,0.0
2002-07-15 00:00:00+05:30,18.064467228436946,18.064467228436946,17.25604624069185,17.390783309936523,42795,0.0,0.0
2002-07-16 00:00:00+05:30,17.710401431346053,17.710401431346053,17.216366675738307,17.348857879638672,107070,0.0,0.0
2002-07-17 00:00:00+05:30,17.166216068405177,17.20364238356267,16.482801045592442,16.7994327545166,114600,0.0,0.0
2002-07-18 00:00:00+05:30,17.465632188396853,17.465632188396853,16.068859843258323,16.851831436157227,88500,0.0,0.0
2002-07-19 00:00:00+05:30,16.56739283584673,16.96711246621181,15.519439812855476,16.488048553466797,104325,0.0,0.0
2002-07-22 00:00:00+05:30,16.467836842439027,16.86680832499964,16.218573538626156,16.637754440307617,86790,0.0,0.0
2002-07-23 00:00:00+05:30,16.717098892105852,16.961870560985112,16.467835606993148,16.664701461791992,52935,0.0,0.0
2002-07-24 00:00:00+05:30,15.569587801185333,17.166220140941007,15.569587801185333,16.747037887573242,34530,0.0,0.0
2002-07-25 00:00:00+05:30,16.368279792324067,17.665495911638374,16.368279792324067,17.2590389251709,188115,0.0,0.0
2002-07-26 00:00:00+05:30,17.216371360011735,17.54048868691701,16.717096727632775,17.031482696533203,420480,0.0,0.0
2002-07-29 00:00:00+05:30,17.116812724225266,17.665490732418345,16.517981682952023,16.645233154296875,235215,0.0,0.0
2002-07-30 00:00:00+05:30,16.737309691434255,16.967110257385738,15.968560866083354,16.108537673950195,70515,0.0,0.0
2002-07-31 00:00:00+05:30,15.070316134154453,17.066666977440832,15.070316134154453,16.40570831298828,247245,0.0,0.0
2002-08-01 00:00:00+05:30,16.75452404068221,16.75452404068221,16.0209572124821,16.24102783203125,36225,0.0,0.0
2002-08-02 00:00:00+05:30,15.470030102721992,16.462591355090876,15.470030102721992,16.230545043945312,18165,0.0,0.0
2002-08-05 00:00:00+05:30,15.943854178990456,16.557656359266343,15.943854178990456,16.48055648803711,95790,0.0,0.0
2002-08-06 00:00:00+05:30,16.455104510282816,16.692390544340263,16.455104510282816,16.470075607299805,72615,0.0,0.0
2002-08-07 00:00:00+05:30,16.01871543877171,16.81216544404546,16.01871543877171,16.65721893310547,64575,0.0,0.0
2002-08-08 00:00:00+05:30,16.662448412046498,16.86679972918079,16.525465598243414,16.774728775024414,130245,0.0,0.0
2002-08-09 00:00:00+05:30,16.29342034369085,16.86680078434893,16.29342034369085,16.776975631713867,62790,0.0,0.0
2002-08-12 00:00:00+05:30,16.517983764999766,16.964112811348077,16.517983764999766,16.64972686767578,31755,0.0,0.0
2002-08-13 00:00:00+05:30,16.529959157676615,16.916953320272782,16.529959157676615,16.742544174194336,64410,0.0,0.0
2002-08-14 00:00:00+05:30,16.06886181558987,18.913306590340277,16.06886181558987,16.697633743286133,71940,0.0,0.0
2002-08-15 00:00:00+05:30,16.697633743286133,16.697633743286133,16.697633743286133,16.697633743286133,0,0.0,0.0
2002-08-16 00:00:00+05:30,16.62278175354004,16.901985785893295,16.537448192774637,16.62278175354004,44520,0.0,0.0
2002-08-19 00:00:00+05:30,16.445378857649487,16.866806961265375,15.996257213165174,16.243274688720703,203220,0.0,0.0
2002-08-20 00:00:00+05:30,16.41318825512898,17.166217664776063,16.31812334986813,16.99405288696289,137910,0.0,0.0
2002-08-21 00:00:00+05:30,17.191676884138637,17.216379353971217,16.61754933883548,16.729829788208008,95760,0.0,0.0
2002-08-22 00:00:00+05:30,16.7200958966696,16.96711341901563,16.228306660506576,16.87429428100586,73305,0.0,0.0
2002-08-23 00:00:00+05:30,16.742549231066054,16.931929531895758,16.717098643086178,16.817401885986328,118755,0.0,0.0
2002-08-26 00:00:00+05:30,16.669939999586425,17.066664187692712,16.669939999586425,16.862314224243164,83790,0.0,0.0
2002-08-27 00:00:00+05:30,17.066658652265748,17.166215158096723,16.86680036954725,16.87952423095703,57975,0.0,0.0
2002-08-28 00:00:00+05:30,17.283745577534884,17.283745577534884,16.8668104320538,16.89225959777832,96015,0.0,0.0
2002-08-29 00:00:00+05:30,16.8668074817875,17.116818899955767,16.727578796849098,16.969356536865234,147930,0.0,0.0
